row_id,path,path_area,families,matched_tokens,recommended_owner_decision,recommended_owner_decision_primary,recommended_owner_decision_alternate,owner_decision,owner_identity,owner_role,decision_timestamp_utc,evidence_reference
structural-scope-owner-030,implementation/phase1/release_evidence/productization/public_benchmark_subset_rows_template.csv,productization_evidence,molecular_docking,public_benchmark_subset,delete_from_structural_repository_or_extract_only_if_owner_requires_history,delete_from_structural_repository,extract_to_molecular_or_science_repository,,,,,
structural-scope-owner-031,implementation/phase1/release_evidence/productization/public_benchmark_symmetry_rmsd_scorecard.json,productization_evidence,molecular_docking,symmetry_rmsd,delete_from_structural_repository_or_extract_only_if_owner_requires_history,delete_from_structural_repository,extract_to_molecular_or_science_repository,,,,,
structural-scope-owner-032,implementation/phase1/release_evidence/productization/public_benchmark_vina_gnina_comparison_adapter.json,productization_evidence,molecular_docking,gnina;public_benchmark_vina_gnina;vina,delete_from_structural_repository_or_extract_only_if_owner_requires_history,delete_from_structural_repository,extract_to_molecular_or_science_repository,,,,,
structural-scope-owner-033,implementation/phase1/release_evidence/productization/public_benchmark_vina_gnina_operator_template.json,productization_evidence,molecular_docking,gnina;public_benchmark_vina_gnina;vina,delete_from_structural_repository_or_extract_only_if_owner_requires_history,delete_from_structural_repository,extract_to_molecular_or_science_repository,,,,,
structural-scope-owner-034,implementation/phase1/release_evidence/productization/public_benchmark_vina_gnina_rows_template.csv,productization_evidence,molecular_docking,gnina;public_benchmark_vina_gnina;vina,delete_from_structural_repository_or_extract_only_if_owner_requires_history,delete_from_structural_repository,extract_to_molecular_or_science_repository,,,,,
structural-scope-owner-035,implementation/phase1/release_evidence/productization/science_actual_closure_operator_handoff.json,productization_evidence,molecular_science_evidence,science_actual,delete_from_structural_repository_or_extract_only_if_owner_requires_history,delete_from_structural_repository,extract_to_molecular_or_science_repository,,,,,
structural-scope-owner-036,implementation/phase1/release_evidence/productization/science_actual_closure_operator_handoff.md,productization_evidence,molecular_science_evidence,science_actual,delete_from_structural_repository_or_extract_only_if_owner_requires_history,delete_from_structural_repository,extract_to_molecular_or_science_repository,,,,,
structural-scope-owner-037,implementation/phase1/release_evidence/productization/science_actual_closure_row_audit.json,productization_evidence,molecular_science_evidence,science_actual,delete_from_structural_repository_or_extract_only_if_owner_requires_history,delete_from_structural_repository,extract_to_molecular_or_science_repository,,,,,
structural-scope-owner-038,implementation/phase1/release_evidence/productization/science_actual_closure_row_audit.md,productization_evidence,molecular_science_evidence,science_actual,delete_from_structural_repository_or_extract_only_if_owner_requires_history,delete_from_structural_repository,extract_to_molecular_or_science_repository,,,,,
structural-scope-owner-039,implementation/phase1/release_evidence/surface/gpcr_hard_decoy_evidence_surface.json,release_surface,molecular_docking,gpcr,delete_from_structural_repository_or_extract_only_if_owner_requires_history,delete_from_structural_repository,extract_to_molecular_or_science_repository,,,,,
structural-scope-owner-040,implementation/phase1/release_evidence/surface/h_bond_backmap_evidence_surface.json,release_surface,molecular_science_evidence,h_bond,delete_from_structural_repository_or_extract_only_if_owner_requires_history,delete_from_structural_repository,extract_to_molecular_or_science_repository,,,,,
structural-scope-owner-041,implementation/phase1/release_evidence/surface/pocketmd_lite_science_product_surface.json,release_surface,molecular_dynamics,pocketmd,delete_from_structural_repository_or_extract_only_if_owner_requires_history,delete_from_structural_repository,extract_to_molecular_or_science_repository,,,,,
structural-scope-owner-042,implementation/phase1/rust_hip_md3bead_hook.py,implementation_phase1,molecular_dynamics,md3bead,extract_to_molecular_or_science_repository_or_delete_if_obsolete,extract_to_molecular_or_science_repository,delete_from_structural_repository,,,,,
structural-scope-owner-043,implementation/phase1/rust_hip_md3bead_hook/Cargo.lock,implementation_phase1,molecular_dynamics,md3bead,extract_to_molecular_or_science_repository_or_delete_if_obsolete,extract_to_molecular_or_science_repository,delete_from_structural_repository,,,,,
structural-scope-owner-044,implementation/phase1/rust_hip_md3bead_hook/Cargo.toml,implementation_phase1,molecular_dynamics,md3bead,extract_to_molecular_or_science_repository_or_delete_if_obsolete,extract_to_molecular_or_science_repository,delete_from_structural_repository,,,,,
structural-scope-owner-045,implementation/phase1/rust_hip_md3bead_hook/src/lib.rs,implementation_phase1,molecular_dynamics,md3bead,extract_to_molecular_or_science_repository_or_delete_if_obsolete,extract_to_molecular_or_science_repository,delete_from_structural_repository,,,,,
structural-scope-owner-046,implementation/phase1/rust_hip_md3bead_hook/src/main.rs,implementation_phase1,molecular_dynamics,md3bead,extract_to_molecular_or_science_repository_or_delete_if_obsolete,extract_to_molecular_or_science_repository,delete_from_structural_repository,,,,,
structural-scope-owner-047,implementation/phase1/rust_md3bead_parity_report.json,implementation_phase1,molecular_dynamics,md3bead,extract_to_molecular_or_science_repository_or_delete_if_obsolete,extract_to_molecular_or_science_repository,delete_from_structural_repository,,,,,
structural-scope-owner-048,implementation/phase1/validate_md3bead_rust_parity.py,implementation_phase1,molecular_dynamics,md3bead,extract_to_molecular_or_science_repository_or_delete_if_obsolete,extract_to_molecular_or_science_repository,delete_from_structural_repository,,,,,
structural-scope-owner-049,scripts/build_gpcr_hard_decoy_operator_intake_packet.py,script,molecular_docking,gpcr,extract_to_molecular_or_science_repository_or_delete_if_obsolete,extract_to_molecular_or_science_repository,delete_from_structural_repository,,,,,
structural-scope-owner-050,scripts/build_gpcr_hard_decoy_product_report.py,script,molecular_docking,gpcr,extract_to_molecular_or_science_repository_or_delete_if_obsolete,extract_to_molecular_or_science_repository,delete_from_structural_repository,,,,,
structural-scope-owner-051,scripts/build_h_bond_backmap_operator_intake_packet.py,script,molecular_science_evidence,h_bond,extract_to_molecular_or_science_repository_or_delete_if_obsolete,extract_to_molecular_or_science_repository,delete_from_structural_repository,,,,,
structural-scope-owner-052,scripts/build_pocketmd_lite_product_surface.py,script,molecular_dynamics,pocketmd,extract_to_molecular_or_science_repository_or_delete_if_obsolete,extract_to_molecular_or_science_repository,delete_from_structural_repository,,,,,
structural-scope-owner-053,scripts/build_science_actual_closure_operator_handoff.py,script,molecular_science_evidence,science_actual,extract_to_molecular_or_science_repository_or_delete_if_obsolete,extract_to_molecular_or_science_repository,delete_from_structural_repository,,,,,
structural-scope-owner-054,scripts/materialize_gpcr_hard_decoy_operator_template_from_rows.py,script,molecular_docking,gpcr,extract_to_molecular_or_science_repository_or_delete_if_obsolete,extract_to_molecular_or_science_repository,delete_from_structural_repository,,,,,
structural-scope-owner-055,scripts/materialize_gpcr_hard_decoy_suite_report.py,script,molecular_docking,gpcr,extract_to_molecular_or_science_repository_or_delete_if_obsolete,extract_to_molecular_or_science_repository,delete_from_structural_repository,,,,,
structural-scope-owner-056,scripts/materialize_pocketmd_lite_operator_intake_from_rows.py,script,molecular_dynamics,pocketmd,extract_to_molecular_or_science_repository_or_delete_if_obsolete,extract_to_molecular_or_science_repository,delete_from_structural_repository,,,,,
structural-scope-owner-057,scripts/materialize_pocketmd_lite_topk_survival_report.py,script,molecular_dynamics,pocketmd,extract_to_molecular_or_science_repository_or_delete_if_obsolete,extract_to_molecular_or_science_repository,delete_from_structural_repository,,,,,
structural-scope-owner-058,scripts/materialize_public_benchmark_enrichment_scorecard.py,script,molecular_docking,public_benchmark_enrichment,extract_to_molecular_or_science_repository_or_delete_if_obsolete,extract_to_molecular_or_science_repository,delete_from_structural_repository,,,,,
structural-scope-owner-059,scripts/materialize_public_benchmark_pose_success_harness.py,script,molecular_docking,public_benchmark_pose,extract_to_molecular_or_science_repository_or_delete_if_obsolete,extract_to_molecular_or_science_repository,delete_from_structural_repository,,,,,
structural-scope-owner-060,scripts/materialize_public_benchmark_pose_validity_input.py,script,molecular_docking,public_benchmark_pose,extract_to_molecular_or_science_repository_or_delete_if_obsolete,extract_to_molecular_or_science_repository,delete_from_structural_repository,,,,,
structural-scope-owner-061,scripts/materialize_public_benchmark_posebusters_validity_packet.py,script,molecular_docking,posebusters;public_benchmark_pose,extract_to_molecular_or_science_repository_or_delete_if_obsolete,extract_to_molecular_or_science_repository,delete_from_structural_repository,,,,,
structural-scope-owner-062,scripts/materialize_public_benchmark_subset_manifest.py,script,molecular_docking,public_benchmark_subset,extract_to_molecular_or_science_repository_or_delete_if_obsolete,extract_to_molecular_or_science_repository,delete_from_structural_repository,,,,,
structural-scope-owner-063,scripts/materialize_public_benchmark_vina_gnina_comparison_adapter.py,script,molecular_docking,gnina;public_benchmark_vina_gnina;vina,extract_to_molecular_or_science_repository_or_delete_if_obsolete,extract_to_molecular_or_science_repository,delete_from_structural_repository,,,,,
structural-scope-owner-064,scripts/materialize_science_actual_closure_from_rows.py,script,molecular_science_evidence,science_actual,extract_to_molecular_or_science_repository_or_delete_if_obsolete,extract_to_molecular_or_science_repository,delete_from_structural_repository,,,,,
structural-scope-owner-065,scripts/score_symmetry_aware_ligand_rmsd.py,script,molecular_docking,ligand;symmetry_aware_ligand,extract_to_molecular_or_science_repository_or_delete_if_obsolete,extract_to_molecular_or_science_repository,delete_from_structural_repository,,,,,
structural-scope-owner-066,scripts/validate_public_benchmark_pose_validity.py,script,molecular_docking,public_benchmark_pose,extract_to_molecular_or_science_repository_or_delete_if_obsolete,extract_to_molecular_or_science_repository,delete_from_structural_repository,,,,,
structural-scope-owner-067,scripts/validate_public_benchmark_subset_manifest.py,script,molecular_docking,public_benchmark_subset,extract_to_molecular_or_science_repository_or_delete_if_obsolete,extract_to_molecular_or_science_repository,delete_from_structural_repository,,,,,
structural-scope-owner-068,tests/test_build_gpcr_hard_decoy_operator_intake_packet.py,test,molecular_docking,gpcr,extract_to_molecular_or_science_repository_or_delete_if_obsolete,extract_to_molecular_or_science_repository,delete_from_structural_repository,,,,,
structural-scope-owner-069,tests/test_build_gpcr_hard_decoy_product_report.py,test,molecular_docking,gpcr,extract_to_molecular_or_science_repository_or_delete_if_obsolete,extract_to_molecular_or_science_repository,delete_from_structural_repository,,,,,
structural-scope-owner-070,tests/test_build_h_bond_backmap_operator_intake_packet.py,test,molecular_science_evidence,h_bond,extract_to_molecular_or_science_repository_or_delete_if_obsolete,extract_to_molecular_or_science_repository,delete_from_structural_repository,,,,,
structural-scope-owner-071,tests/test_build_pocketmd_lite_product_surface.py,test,molecular_dynamics,pocketmd,extract_to_molecular_or_science_repository_or_delete_if_obsolete,extract_to_molecular_or_science_repository,delete_from_structural_repository,,,,,
structural-scope-owner-072,tests/test_build_science_actual_closure_operator_handoff.py,test,molecular_science_evidence,science_actual,extract_to_molecular_or_science_repository_or_delete_if_obsolete,extract_to_molecular_or_science_repository,delete_from_structural_repository,,,,,
structural-scope-owner-073,tests/test_materialize_gpcr_hard_decoy_operator_template_from_rows.py,test,molecular_docking,gpcr,extract_to_molecular_or_science_repository_or_delete_if_obsolete,extract_to_molecular_or_science_repository,delete_from_structural_repository,,,,,
structural-scope-owner-074,tests/test_materialize_gpcr_hard_decoy_suite_report.py,test,molecular_docking,gpcr,extract_to_molecular_or_science_repository_or_delete_if_obsolete,extract_to_molecular_or_science_repository,delete_from_structural_repository,,,,,
structural-scope-owner-075,tests/test_materialize_pocketmd_lite_operator_intake_from_rows.py,test,molecular_dynamics,pocketmd,extract_to_molecular_or_science_repository_or_delete_if_obsolete,extract_to_molecular_or_science_repository,delete_from_structural_repository,,,,,
structural-scope-owner-076,tests/test_materialize_pocketmd_lite_topk_survival_report.py,test,molecular_dynamics,pocketmd,extract_to_molecular_or_science_repository_or_delete_if_obsolete,extract_to_molecular_or_science_repository,delete_from_structural_repository,,,,,
structural-scope-owner-077,tests/test_materialize_public_benchmark_enrichment_scorecard.py,test,molecular_docking,public_benchmark_enrichment,extract_to_molecular_or_science_repository_or_delete_if_obsolete,extract_to_molecular_or_science_repository,delete_from_structural_repository,,,,,
structural-scope-owner-078,tests/test_materialize_public_benchmark_pose_success_harness.py,test,molecular_docking,public_benchmark_pose,extract_to_molecular_or_science_repository_or_delete_if_obsolete,extract_to_molecular_or_science_repository,delete_from_structural_repository,,,,,
structural-scope-owner-079,tests/test_materialize_public_benchmark_pose_validity_input.py,test,molecular_docking,public_benchmark_pose,extract_to_molecular_or_science_repository_or_delete_if_obsolete,extract_to_molecular_or_science_repository,delete_from_structural_repository,,,,,
structural-scope-owner-080,tests/test_materialize_public_benchmark_posebusters_validity_packet.py,test,molecular_docking,posebusters;public_benchmark_pose,extract_to_molecular_or_science_repository_or_delete_if_obsolete,extract_to_molecular_or_science_repository,delete_from_structural_repository,,,,,
structural-scope-owner-081,tests/test_materialize_public_benchmark_subset_manifest.py,test,molecular_docking,public_benchmark_subset,extract_to_molecular_or_science_repository_or_delete_if_obsolete,extract_to_molecular_or_science_repository,delete_from_structural_repository,,,,,
structural-scope-owner-082,tests/test_materialize_public_benchmark_vina_gnina_comparison_adapter.py,test,molecular_docking,gnina;public_benchmark_vina_gnina;vina,extract_to_molecular_or_science_repository_or_delete_if_obsolete,extract_to_molecular_or_science_repository,delete_from_structural_repository,,,,,
structural-scope-owner-083,tests/test_materialize_science_actual_closure_from_rows.py,test,molecular_science_evidence,science_actual,extract_to_molecular_or_science_repository_or_delete_if_obsolete,extract_to_molecular_or_science_repository,delete_from_structural_repository,,,,,
structural-scope-owner-084,tests/test_score_symmetry_aware_ligand_rmsd.py,test,molecular_docking,ligand;symmetry_aware_ligand,extract_to_molecular_or_science_repository_or_delete_if_obsolete,extract_to_molecular_or_science_repository,delete_from_structural_repository,,,,,
structural-scope-owner-085,tests/test_validate_public_benchmark_pose_validity.py,test,molecular_docking,public_benchmark_pose,extract_to_molecular_or_science_repository_or_delete_if_obsolete,extract_to_molecular_or_science_repository,delete_from_structural_repository,,,,,
structural-scope-owner-086,tests/test_validate_public_benchmark_subset_manifest.py,test,molecular_docking,public_benchmark_subset,extract_to_molecular_or_science_repository_or_delete_if_obsolete,extract_to_molecular_or_science_repository,delete_from_structural_repository,,,,,
